Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions,Raining Today,Raining Tomorrow
"Harare, Zimbabwe",2007-09-01,29.9,10.9,21.2,,28.1,0,,,16.6,,,12.4,0,26.79,Clear,No,No
"Harare, Zimbabwe",2007-09-02,27.6,11.1,19.4,,26.3,0,,,10.7,,,9.6,0,31.67,Clear,No,No
"Harare, Zimbabwe",2007-09-03,28.6,15.2,22.5,,27.1,0,,,21.4,,,8.2,0,12.55,Clear,No,No
"Harare, Zimbabwe",2007-09-04,26.2,11.2,19.7,,,0,,,25,,,8.3,0,27.79,Clear,No,No
"Harare, Zimbabwe",2007-09-05,27.1,12.9,20.1,,26.1,0,,,14.8,,,7,0,34.86,Clear,No,No
"Harare, Zimbabwe",2007-09-06,27.1,12.1,19.8,,26,0,,,20.5,,,7,0,36.34,Clear,No,No
"Harare, Zimbabwe",2007-09-07,27.8,14.1,20.9,,26.8,0,,,27.7,,,5.7,7.2,45.41,Clear,No,No
"Harare, Zimbabwe",2007-09-08,29.1,10.1,20.7,,27.7,0,,,18.4,,,5.4,7.5,49.34,Clear,No,No
"Harare, Zimbabwe",2007-09-09,31.1,13.1,21.8,,29,0,,,18.4,,,5.8,0,33.96,Clear,No,No
"Harare, Zimbabwe",2007-09-10,30.3,12.9,21.3,,28.4,0,,,14.8,,,5.6,0,40.59,Clear,No,No
"Harare, Zimbabwe",2007-09-11,30.6,10.1,20.5,,28.6,0,,,25.9,,,8.4,0,31.8,Clear,No,No
"Harare, Zimbabwe",2007-09-12,30.1,12.1,21.3,,28.2,0,,,29.5,,,7,0,22.05,Clear,No,No
"Harare, Zimbabwe",2007-09-13,27.1,11.1,19,,25.9,0,,,29.5,,,8.8,0,30.22,Clear,No,No
"Harare, Zimbabwe",2007-09-14,27.1,10.1,19.2,,25.9,0,,,18.4,,,10,0,32.21,Clear,No,No
"Harare, Zimbabwe",2007-09-15,27.1,10.7,18.5,,25.9,0,,,27.7,,,10.8,0,27.7,Clear,No,No
"Harare, Zimbabwe",2007-09-16,29.4,11.1,21,,27.6,0,,,14.8,,,9.9,0,29.8,Clear,No,No
"Harare, Zimbabwe",2007-09-17,27.6,11.9,20.5,,26.5,0,,,35.3,,,10.9,3.2,34.09,Clear,No,No
"Harare, Zimbabwe",2007-09-18,27.2,11.4,18.6,,26.2,0,,,33.5,,,11,21.9,56.45,Clear,No,Yes
"Harare, Zimbabwe",2007-09-19,27.1,12.4,20.6,,26.1,2,,,18.4,,,8.7,16.5,46.55,Rain,Yes,No
"Harare, Zimbabwe",2007-09-20,28.1,10.1,19.8,,26.7,0,,,18.4,,,9.5,2.3,45.45,Clear,No,No
"Harare, Zimbabwe",2007-09-21,28.1,14.1,21.3,,26.9,0,,,29.5,,,9.9,13.5,43.14,Clear,No,No
"Harare, Zimbabwe",2007-09-22,30.1,14.7,22.4,,28.4,0,,,16.6,,,7.6,59.7,47.48,Partially cloudy,No,No
"Harare, Zimbabwe",2007-09-23,31.2,17.1,23.5,,29.3,0,,,16.6,,,8.4,64.5,45.58,Partially cloudy,No,No
"Harare, Zimbabwe",2007-09-24,32.1,19.1,25.4,,29.9,0,,,20.5,,,7.3,52,34.45,Partially cloudy,No,No
"Harare, Zimbabwe",2007-09-25,28.1,17.1,21.6,,27.5,0,,,31.3,,,7,65.3,62.67,Partially cloudy,No,No
"Harare, Zimbabwe",2007-09-26,26.1,14.7,19.4,,,0,,,29.5,,,11,21.4,63.59,Clear,No,No
"Harare, Zimbabwe",2007-09-27,26.1,11.9,18.5,,,0,,,24.1,,,10.9,26.4,58.01,Partially cloudy,No,No
"Harare, Zimbabwe",2007-09-28,27,13.7,20.1,,26.4,0,,,33.5,,,8.4,19.8,51.17,Clear,No,Yes
"Harare, Zimbabwe",2007-09-29,23.3,15.1,19.1,,,1.25,,,30.4,,,7.4,61.5,63.82,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",2007-09-30,29.1,17.1,22.1,,27.7,0,,,35.3,,,8.6,37.2,53.45,Partially cloudy,No,Yes
"Harare, Zimbabwe",2007-10-01,26.1,16.1,21,,,0.3,,,31.3,,,7.1,58,59.57,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",2007-10-02,28.1,16.4,21.9,,27.2,0,,,27.7,,,7.2,42,52.27,Partially cloudy,No,No
"Harare, Zimbabwe",2007-10-03,29.9,16.9,23.9,,28.2,0,,,20.5,,,7.3,41.9,40.3,Partially cloudy,No,No
"Harare, Zimbabwe",2007-10-04,20.1,20.1,20.1,,,0,,,13,,,6,90,49.14,Overcast,No,No
"Harare, Zimbabwe",2007-10-05,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2007-10-06,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2007-10-07,32.1,23.1,26.3,,29.9,0,,,31.3,,,4.4,6,26.62,Clear,No,No
"Harare, Zimbabwe",2007-10-08,31.6,20.2,26,,29.4,0,,,22.3,,,9.1,4.1,24.81,Clear,No,No
"Harare, Zimbabwe",2007-10-09,30.6,19.6,24.3,,28.7,0,,,27.7,,,8.9,0,32.8,Clear,No,No
"Harare, Zimbabwe",2007-10-10,31.1,18.9,25.6,,29.1,0,,,27.7,,,7.8,24.3,34.74,Clear,No,No
"Harare, Zimbabwe",2007-10-11,27.9,15.7,21.2,,26.8,0,,,27.7,,,11,12.9,52.07,Clear,No,No
"Harare, Zimbabwe",2007-10-12,28,13.1,20.8,,26.8,0,,,21.7,,,14.4,8.6,51.76,Clear,No,No
"Harare, Zimbabwe",2007-10-13,28.3,12.7,21.6,,26.9,0,,,23.1,,,12.4,1.9,36.88,Clear,No,No
"Harare, Zimbabwe",2007-10-14,26.1,12.1,18.6,,,0,,,16.6,,,9.9,5,47.59,Clear,No,No
"Harare, Zimbabwe",2007-10-15,30.1,14.6,21,,28.2,0,,,18.4,,,10.8,4.9,39.53,Clear,No,No
"Harare, Zimbabwe",2007-10-16,29.5,16.1,22.7,,27.8,0,,,24.1,,,9.7,3.9,35.33,Clear,No,No
"Harare, Zimbabwe",2007-10-17,28.1,14.1,21.8,,26.9,0,,,21.6,,,11.3,7.2,44.5,Clear,No,No
"Harare, Zimbabwe",2007-10-18,29.1,13.9,23.2,,27.4,0,,,22.3,,,11.1,5.9,31.64,Clear,No,No
"Harare, Zimbabwe",2007-10-19,28.1,14.1,21.2,,26.8,0,,,18.4,,,9.3,6,41.6,Clear,No,No
"Harare, Zimbabwe",2007-10-20,27.1,13.7,20.1,,26.5,0,,,20.5,,,12.1,19.7,55.63,Clear,No,No
"Harare, Zimbabwe",2007-10-21,26.1,11.9,19.6,,,0,,,24.1,,,14,24.4,58.13,Clear,No,No
"Harare, Zimbabwe",2007-10-22,26.6,12.4,20.5,,,0,,,18.4,,,17,11.2,50.53,Clear,No,No
"Harare, Zimbabwe",2007-10-23,29.5,15.1,22.5,,27.9,0,,,16.6,,,14.2,5.9,40.68,Clear,No,No
"Harare, Zimbabwe",2007-10-24,31.1,17.4,23.8,,29.2,0,,,31.3,,,10.8,8.9,40.26,Clear,No,No
"Harare, Zimbabwe",2007-10-25,27.9,16.1,19.5,,27.4,0,,,28.2,,,11.5,52.9,66.85,Partially cloudy,No,Yes
"Harare, Zimbabwe",2007-10-26,22.7,15.1,18.3,,,4.69,,,31.3,,,16.9,71.1,69.71,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",2007-10-27,25.1,13.1,18.9,,,0.8,,,20.5,,,18.5,74.9,68.66,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",2007-10-28,27.1,14.6,19.8,,26.5,4.1,,,24.1,,,13.5,51.8,62.18,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",2007-10-29,27.1,15.9,20.9,,26.5,2,,,16.6,,,15.2,28.8,53.83,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",2007-10-30,30.1,16.1,22.1,,28.5,0,,,18.4,,,12.4,29.8,45.42,Partially cloudy,No,No
"Harare, Zimbabwe",2007-10-31,29.1,16.1,22.3,,27.8,0,,,20.5,,,9.9,22.2,46.77,Clear,No,No
"Harare, Zimbabwe",2007-11-01,28.1,13.7,21.6,,26.9,0,,,35.5,,,8.6,36.6,54.94,Partially cloudy,No,No
"Harare, Zimbabwe",2007-11-02,27.1,16.1,20.7,,26.5,0,,,21.4,,,10.1,57.1,56.98,Partially cloudy,No,Yes
"Harare, Zimbabwe",2007-11-03,29.1,16.1,22.6,,27.7,7.1,,,20.5,,,8.9,21.4,51.63,Rain,Yes,No
"Harare, Zimbabwe",2007-11-04,31.1,17.9,25.1,,29.2,0,,,23.1,,,11.1,20.2,39.87,Clear,No,No
"Harare, Zimbabwe",2007-11-05,31.4,19.1,24.5,,29.7,0,,,18.4,,,11.5,65.9,45.77,Partially cloudy,No,No
"Harare, Zimbabwe",2007-11-06,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2007-11-07,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2007-11-08,18.9,18.9,18.9,,,0,,,1.8,,,30,90,81.68,Overcast,No,Yes
"Harare, Zimbabwe",2007-11-09,28.1,16.2,24.3,,27.5,7.88,,,13,,,18.2,51.5,55.01,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",2007-11-10,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2007-11-11,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2007-11-12,26.6,13.2,21,,,0,,,18.4,,,19.9,17.7,62.47,Clear,No,No
"Harare, Zimbabwe",2007-11-13,29.1,14.2,23.3,,27.7,0,,,18.4,,,14.1,8.5,49.1,Clear,No,No
"Harare, Zimbabwe",2007-11-14,28.6,17.1,21.7,,27.7,0,,,20.5,,,14.1,43.6,62.03,Partially cloudy,No,Yes
"Harare, Zimbabwe",2007-11-15,27.1,16.1,21.5,,27.3,14.66,,,20.5,,,11.5,54.7,66.08,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",2007-11-16,26.6,18.2,21.4,,,0,,,25.9,,,13.9,65.6,64.74,Partially cloudy,No,No
"Harare, Zimbabwe",2007-11-17,28.1,16.1,21.5,,27.5,0,,,26.5,,,14.8,44.9,63.98,Partially cloudy,No,No
"Harare, Zimbabwe",2007-11-18,27.1,16.1,20.1,,26.6,0,,,23.1,,,15.5,53.6,64.61,Partially cloudy,No,No
"Harare, Zimbabwe",2007-11-19,27.1,15.6,21,,26.5,0,,,18.4,,,14.2,28.4,57.98,Partially cloudy,No,No
"Harare, Zimbabwe",2007-11-20,29.7,15.9,23.1,,28.6,0,,,17.6,,,12.5,18.9,49.05,Clear,No,No
"Harare, Zimbabwe",2007-11-21,30.1,19.1,23.4,,29,0,,,23.1,,,12.3,62.7,52.48,Partially cloudy,No,Yes
"Harare, Zimbabwe",2007-11-22,31.1,19.1,24.3,,29.9,5.1,,,26.5,,,11.9,54.7,51.03,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",2007-11-23,31.1,18.1,23.6,,29.9,0,,,24.1,,,12,62.5,58.15,Partially cloudy,No,Yes
"Harare, Zimbabwe",2007-11-24,30.1,17.9,22.3,,29,1.52,,,20.5,,,12.2,65.2,67.78,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",2007-11-25,29.1,16.1,21,,28.6,2,,,26.5,,,10,78.5,62.42,"Rain, Overcast",Yes,No
"Harare, Zimbabwe",2007-11-26,29.1,17.1,22.5,,29.2,0,,,22.3,,,12.7,32.4,58.69,Partially cloudy,No,No
"Harare, Zimbabwe",2007-11-27,29.1,17.7,21.5,,29.5,0,,,14.8,,,12.9,66.2,75.4,Partially cloudy,No,Yes
"Harare, Zimbabwe",2007-11-28,22.1,16.1,17.7,,,2.96,,,31.3,,,13.3,88,89.96,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2007-11-29,28.1,15.1,19.5,,27.7,113.93,,,29.5,,,12.1,74.7,77.45,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",2007-11-30,25.1,16.1,20.3,,,0,,,25.2,,,15.4,61.2,68.76,Partially cloudy,No,No
"Harare, Zimbabwe",2007-12-01,28.1,14.4,21,,28.1,0,,,22.3,,,10.7,27.3,69.39,Partially cloudy,No,No
"Harare, Zimbabwe",2007-12-02,27.1,16.1,21.7,,27.3,0,,,25.9,,,13.2,43.3,66.02,Partially cloudy,No,No
"Harare, Zimbabwe",2007-12-03,28.1,17.1,22.4,,27.9,0,,,27.7,,,16.6,50.7,65.78,Partially cloudy,No,No
"Harare, Zimbabwe",2007-12-04,28.1,16.1,21.5,,28.6,0,,,16.6,,,11.5,83.5,78.23,Overcast,No,Yes
"Harare, Zimbabwe",2007-12-05,24.1,16.4,20.9,,,7.9,,,11.2,,,16.8,94,73.32,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2007-12-06,24.1,18.1,21.4,,,12.7,,,16.1,,,12.5,82.8,80.79,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2007-12-07,23.1,18.1,20.1,,,4.1,,,24.1,,,11.7,93.6,85.1,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2007-12-08,23.1,17.1,20.3,,,6.01,,,23.4,,,18.4,80.9,78.7,"Rain, Overcast",Yes,No
"Harare, Zimbabwe",2007-12-09,22.1,17.2,20.4,,,0,,,18.4,,,20.3,92.5,77.19,Overcast,No,Yes
"Harare, Zimbabwe",2007-12-10,24.1,9.1,19.7,8.6,,7.9,,,18.4,,,17.2,89.2,79.58,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2007-12-11,24.1,9.1,20.1,8.6,,20.79,,,18.4,,,19.9,90,80.33,"Rain, Overcast",Yes,No
"Harare, Zimbabwe",2007-12-12,26.4,18.1,21.2,,,0,,,22.3,,,14.3,87.8,78.3,Overcast,No,No
"Harare, Zimbabwe",2007-12-13,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2007-12-14,25.1,19.6,22.3,,,0,,,16.6,,,30,90,74.22,Overcast,No,Yes
"Harare, Zimbabwe",2007-12-15,26.2,17.2,23.2,,,5.1,,,22.3,,,18.5,89.9,68.06,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2007-12-16,27.1,18.1,24.4,,27.7,2,,,22.3,,,20,81,65.23,"Rain, Overcast",Yes,No
"Harare, Zimbabwe",2007-12-17,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2007-12-18,26.6,20.7,23.7,,,0,,,22.3,,,17.1,90,68.99,Overcast,No,Yes
"Harare, Zimbabwe",2007-12-19,20.1,14.1,16.7,,,1.3,,,24.1,,,14,90.6,84.97,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2007-12-20,19.1,14.1,16.3,,,2.91,,,18.4,,,9.9,93.2,90.76,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2007-12-21,24.1,16.1,19.2,,,21.18,,,14.8,,,14.4,90,81.96,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2007-12-22,26.1,17.1,21,,,9.9,,,20.5,,,14.9,90,77.68,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2007-12-23,25.1,17.1,20.7,,,14,,,20.5,,,17.7,76.2,78.07,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2007-12-24,26.2,17.1,21.3,,,2,,,18.4,,,16.7,74.5,76.62,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",2007-12-25,24.1,18.6,20.7,,,11.9,,,16.6,,,12.9,90,84.66,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2007-12-26,26.1,18.1,21,,,12.61,,,14.8,,,15.3,90,84.35,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2007-12-27,25.1,19.1,21.1,,,10.9,,,23.2,,,12.4,84.1,83.49,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2007-12-28,24.1,17.1,20,,,33.96,,,29.5,,,8.5,95.6,87.29,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2007-12-29,20.1,17.3,18.7,,,39.1,,,16.6,,,10.2,95.6,89.9,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2007-12-30,20.1,16.4,18.1,,,7.1,,,16.6,,,18.6,90,80.38,"Rain, Overcast",Yes,No
"Harare, Zimbabwe",2007-12-31,22.1,16.1,18.8,,,0,,,16.6,,,16.5,80,79.67,Overcast,No,No
"Harare, Zimbabwe",2008-01-01,23.4,17.7,19.8,,,0,,,18.4,74.71,,16.4,92.2,85.16,Overcast,No,Yes
"Harare, Zimbabwe",2008-01-02,22.4,16.9,19,,,23.9,,,11.2,140,,16.3,86.1,86.3,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2008-01-03,24.1,17.1,19.7,,,1.92,,,18.4,149.67,,17.6,88,84.56,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2008-01-04,25.1,18.1,20.2,,,6.53,,,14.8,128.42,,13.8,70.5,83.63,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",2008-01-05,25.1,17.4,19.7,,,1.18,,,13,93.33,,17.7,85.9,83,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2008-01-06,25.1,18.1,20.2,,,7.78,,,25.9,50.63,,16.7,76.3,81.99,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2008-01-07,26.1,17.7,22.1,,,2,,,19.6,174.12,,17.8,77.9,74.59,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2008-01-08,26.1,18.7,20.8,,,3.97,,,9.4,158,,14.1,78.7,82.04,"Rain, Overcast",Yes,No
"Harare, Zimbabwe",2008-01-09,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2008-01-10,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2008-01-11,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2008-01-12,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2008-01-13,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2008-01-14,22.7,20.1,21.6,,,0,,,12.4,193.33,,21.6,86.8,79.73,Overcast,No,Yes
"Harare, Zimbabwe",2008-01-15,25.1,17.1,20.2,,,4.19,,,29.5,64.29,,15.3,76.7,80.52,"Rain, Overcast",Yes,No
"Harare, Zimbabwe",2008-01-16,27.1,17.4,21.4,,27.7,0,,,18.4,66.11,,17.1,81.5,77.11,Overcast,No,Yes
"Harare, Zimbabwe",2008-01-17,28.7,16.9,21.1,,28.7,5.1,,,22.3,89.41,,18.3,57.6,76.91,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",2008-01-18,25.1,16.1,20.2,,,0,,,23.1,134.68,,18.2,84.1,77.61,Overcast,No,No
"Harare, Zimbabwe",2008-01-19,25.1,16.9,21.4,,,0,,,13,141.88,,16.9,82.5,71.94,Overcast,No,No
"Harare, Zimbabwe",2008-01-20,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2008-01-21,27.4,21.1,22.9,,27.6,0,,,9.4,80,,15.8,72.5,72.84,Partially cloudy,No,No
"Harare, Zimbabwe",2008-01-22,26.6,22.1,23.6,,,0,,,9.4,125,,20.5,90,70.06,Overcast,No,Yes
"Harare, Zimbabwe",2008-01-23,25.6,18.9,21.6,,,2,,,18.4,89.47,,16.8,90,80.15,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2008-01-24,26.1,18.1,21,,,9.08,,,24.1,68.82,,16,92.4,82.02,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2008-01-25,25.1,16.9,20.3,,,4.23,,,16.6,91.67,,17.1,90,81.91,"Rain, Overcast",Yes,No
"Harare, Zimbabwe",2008-01-26,25.3,18.4,22.1,,,0,,,22.3,145.56,,13.8,82.2,72.51,Overcast,No,Yes
"Harare, Zimbabwe",2008-01-27,23.1,16.1,18.9,,,4.05,,,14.8,124.92,,13.4,86.7,83.9,"Rain, Overcast",Yes,No
"Harare, Zimbabwe",2008-01-28,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2008-01-29,19.1,18.9,19,,,0,,,11.2,40,,30,90,87.63,Overcast,No,No
"Harare, Zimbabwe",2008-01-30,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2008-01-31,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2008-02-01,26.1,16.7,22.4,,,0,,,16.6,147.46,,18.3,73.7,59.06,Partially cloudy,No,No
"Harare, Zimbabwe",2008-02-02,25.1,15.1,20,,,0,,,14.8,134.39,,18.6,61.2,72.95,Partially cloudy,No,No
"Harare, Zimbabwe",2008-02-03,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2008-02-04,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2008-02-05,25.4,20.1,22.8,,,0,,,14.8,136.67,,20.3,86.7,60.08,Overcast,No,No
"Harare, Zimbabwe",2008-02-06,27.7,17.4,22.6,,27.5,0,,,13,160,,20,20,56.23,Clear,No,No
"Harare, Zimbabwe",2008-02-07,28.1,15.1,21.5,,28.9,0,,,11.2,142,,15.9,21.2,64.12,Clear,No,No
"Harare, Zimbabwe",2008-02-08,25.2,16.1,20.4,,,0,,,16.6,146.93,,16.5,68.9,72.62,Partially cloudy,No,No
"Harare, Zimbabwe",2008-02-09,26.9,16.1,20.8,,27.1,0,,,20.5,146.5,,17.5,64.3,68.45,Partially cloudy,No,Yes
"Harare, Zimbabwe",2008-02-10,22.1,15.1,18.3,,,0.5,,,27.7,150.59,,21.5,84.2,74.68,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2008-02-11,25.4,13.1,18.7,,,1,,,14.4,147.21,,19.8,42.1,67.87,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",2008-02-12,27.1,11.7,19.6,,26.7,0,,,16.6,187.14,,16.2,18,63.38,Clear,No,No
"Harare, Zimbabwe",2008-02-13,28.7,14.1,20.2,,27.5,0,,,11.2,148.33,,15.7,11.6,66.73,Clear,No,No
"Harare, Zimbabwe",2008-02-14,28.2,14.9,21,,27.4,0,,,14.8,110.65,,13.8,14.9,67.67,Clear,No,No
"Harare, Zimbabwe",2008-02-15,28.6,14.9,21.6,,28,0,,,20.5,190,,13.2,17.5,60.57,Clear,No,No
"Harare, Zimbabwe",2008-02-16,27.1,15.1,21.1,,26.9,0,,,14.8,126.25,,14.2,35,65.46,Partially cloudy,No,No
"Harare, Zimbabwe",2008-02-17,27.1,14.1,21.4,,27,0,,,16,150.04,,14.4,40.5,64.29,Partially cloudy,No,No
"Harare, Zimbabwe",2008-02-18,27.1,15.1,21.2,,26.9,0,,,14.8,147.39,,16,25.8,64.04,Partially cloudy,No,No
"Harare, Zimbabwe",2008-02-19,28.1,13.2,21.5,,27.4,0,,,13,130.61,,16.8,21,60,Clear,No,No
"Harare, Zimbabwe",2008-02-20,27.1,15.9,21.3,,27.3,0,,,24.1,141,,18.7,48,68.1,Partially cloudy,No,No
"Harare, Zimbabwe",2008-02-21,27.1,14.2,20.4,,27,0,,,14.1,153.81,,17.1,22.4,63.48,Clear,No,No
"Harare, Zimbabwe",2008-02-22,29.2,12.7,21.4,,28.2,0,,,12.5,156,,16.5,23.6,59.02,Clear,No,No
"Harare, Zimbabwe",2008-02-23,27.6,14.1,20.4,,27,0,,,11.2,161.25,,15.5,35,61.22,Partially cloudy,No,No
"Harare, Zimbabwe",2008-02-24,29.7,13.9,21.3,,28.6,0,,,18.4,102.22,,16.2,16.1,65.2,Clear,No,No
"Harare, Zimbabwe",2008-02-25,30.1,15.1,22.3,,28.4,0,,,18.4,94.5,,15.3,14.9,57.63,Clear,No,No
"Harare, Zimbabwe",2008-02-26,28.1,13.1,19.9,,27.5,0,,,16.6,147.86,,13.9,26,68.21,Partially cloudy,No,Yes
"Harare, Zimbabwe",2008-02-27,25.8,15.1,19.5,,,22.14,,,18.4,183.53,,9.9,49,79.63,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",2008-02-28,28.1,16.1,19.9,,28.1,3.97,,,17.6,128.95,,10.9,54.8,79.23,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",2008-02-29,28.1,16.9,22.1,,28.3,26.9,,,16.6,126.84,,14.2,59.5,71.74,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",2008-03-01,25.1,15.1,19.5,,,0,,,31.3,88,,17.4,54.4,68.85,Partially cloudy,No,Yes
"Harare, Zimbabwe",2008-03-02,26.1,15.1,19.6,,,0.5,,,20.5,78.57,,17.2,69.2,73.59,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",2008-03-03,27.1,15.1,21.2,,27,8.9,,,27.7,103.33,,16.8,36.1,63.04,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",2008-03-04,28.1,14.1,19.8,,27.3,0,,,18.4,97.14,,14.4,32.4,68.61,Partially cloudy,No,Yes
"Harare, Zimbabwe",2008-03-05,25.7,14.1,17.7,,,3,,,14.8,84.29,,11.7,37.5,81.77,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",2008-03-06,25.4,12.1,19.1,,,5.1,,,20.5,116.71,,17,54.1,72.53,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",2008-03-07,26.1,13.1,20.2,,,5.1,,,16.6,95.05,,16.9,44.1,72.81,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",2008-03-08,26.1,13.1,20.2,,,0,,,22.3,97.15,,16.6,32,66.27,Partially cloudy,No,No
"Harare, Zimbabwe",2008-03-09,27.9,15.1,19.5,,27.3,0,,,14.8,120,,17.2,45.5,71.75,Partially cloudy,No,No
"Harare, Zimbabwe",2008-03-10,27.1,16.1,20.2,,26.6,0,,,13,145.38,,15.5,46.3,73.79,Partially cloudy,No,No
"Harare, Zimbabwe",2008-03-11,30.1,16.9,23.7,,28.9,0,,,13,145,,15.6,64.3,60.67,Partially cloudy,No,No
"Harare, Zimbabwe",2008-03-12,31.1,17.1,22.4,,29.7,0,,,18.4,80.43,,14.8,60.3,67.17,Partially cloudy,No,No
"Harare, Zimbabwe",2008-03-13,29.4,15.1,19.9,,29.2,0,,,13,104.67,,16.2,45.3,79.51,Partially cloudy,No,Yes
"Harare, Zimbabwe",2008-03-14,25.2,16.4,20.1,,,29,,,11.2,159.41,,11.6,87.8,81.02,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2008-03-15,26.1,15.9,20.2,,,3,,,14.8,90.48,,9.5,70.5,80.32,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",2008-03-16,26.1,17.7,21.2,,,0,,,18.4,110,,8.5,75.3,79.03,Overcast,No,Yes
"Harare, Zimbabwe",2008-03-17,23.1,14.9,18.4,,,15,,,24.1,132.22,,17.2,87.8,77.51,"Rain, Overcast",Yes,No
"Harare, Zimbabwe",2008-03-18,25.9,15.1,18.6,,,0,,,18.4,139.47,,14.9,85,74,Overcast,No,Yes
"Harare, Zimbabwe",2008-03-19,27.1,13.4,18.6,,26.7,7.9,,,21.6,137.06,,17.3,61.7,71.11,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",2008-03-20,27.7,14.1,20.9,,27.2,0,,,18,153.13,,15,38.3,62.79,Partially cloudy,No,No
"Harare, Zimbabwe",2008-03-21,15.1,15.1,15.1,,,0,,,7.6,140,,10,0,93.75,Clear,No,No
"Harare, Zimbabwe",2008-03-22,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2008-03-23,,,,,,0,,,,,,,,,,No,No
