Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions,Raining Today,Raining Tomorrow
"Harare, Zimbabwe",18/5/2013,20.6,13,15.8,,,0,,,22.3,130,,13.6,73.2,83.52,Partially cloudy,No,Yes
"Harare, Zimbabwe",19/5/2013,20.1,11.4,15.2,,,0.84,,,20.5,131.79,,18.7,69.4,82.89,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",20/5/2013,20,11.1,14.2,,,0,,,14.8,136.67,,14,64.5,89.88,Partially cloudy,No,Yes
"Harare, Zimbabwe",21/5/2013,20,11.1,14.2,,,12.91,,,18.4,87.37,,18.3,58.5,87.01,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",22/5/2013,21.1,8,15.2,8.5,,5.52,,,14.8,101,,16.3,35.5,78.27,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",23/5/2013,21.2,10,15.5,,,9,,,14.2,122.11,,18,22.1,71.91,Rain,Yes,No
"Harare, Zimbabwe",24/5/2013,22.1,8,15.8,5.8,,0,,,14.8,169.73,,28.3,1.7,48.32,Clear,No,No
"Harare, Zimbabwe",25/5/2013,20.2,9.7,14.6,8.3,,0,,,13,146.67,,30,0,46.18,Clear,No,No
"Harare, Zimbabwe",26/5/2013,21.3,5,13.9,4,,0,,,13,140.15,,29.9,0,52.74,Clear,No,No
"Harare, Zimbabwe",27/5/2013,23.1,7,14.5,4.5,,0,,,13.3,84.94,,28.1,0,58.25,Clear,No,No
"Harare, Zimbabwe",28/5/2013,25.1,5.6,15.3,4.6,,0,,,14.8,155.86,,28.1,0,51.27,Clear,No,No
"Harare, Zimbabwe",29/5/2013,25,7.1,16.7,5.7,,0,,,13,77.17,,28.8,0,49.67,Clear,No,No
"Harare, Zimbabwe",30/5/2013,26.1,10.1,18.4,,,0,,,14.8,94.15,,24.8,0,49.6,Clear,No,No
"Harare, Zimbabwe",31/5/2013,26.1,9,18.5,8.5,,0,,,18.4,121.37,,23.8,0,44.3,Clear,No,No
"Harare, Zimbabwe",1/6/2013,24.1,9,17.2,,,0,,,25.9,74.4,,30,0,39.8,Clear,No,No
"Harare, Zimbabwe",2/6/2013,24.1,6.7,15.6,5.2,,0,,,18.4,66.91,,28,0,45.31,Clear,No,No
"Harare, Zimbabwe",3/6/2013,26.7,9,18.4,7,25.8,0,,,13,65.93,,22.3,0,38.37,Clear,No,No
"Harare, Zimbabwe",4/6/2013,25.4,9.4,16.8,8.4,,0,,,16.6,67,,25.5,0,46.34,Clear,No,No
"Harare, Zimbabwe",5/6/2013,26.2,7,16.8,4.8,,0,,,20.5,82.57,,22.8,0,41.29,Clear,No,No
"Harare, Zimbabwe",6/6/2013,25.5,7.2,16.1,5.5,,0,,,24.1,100.87,,27.9,0,44.29,Clear,No,No
"Harare, Zimbabwe",7/6/2013,22,6.2,14.9,4.9,,0,,,13,59.17,,27,2.9,64.07,Clear,No,No
"Harare, Zimbabwe",8/6/2013,25,6,16.1,4.4,,0,,,13,131.25,,26.7,0,55.42,Clear,No,No
"Harare, Zimbabwe",9/6/2013,25,6,17.7,4.4,,0,,,14.8,162.11,,27.9,0,46.34,Clear,No,No
"Harare, Zimbabwe",10/6/2013,17.2,9,13.1,6.5,,0,,,26.8,138.25,44.3,15.3,47.5,70.21,Partially cloudy,No,Yes
"Harare, Zimbabwe",11/6/2013,15.1,8,12.3,6.4,,2,,,18.4,147.18,,14,78.5,82.86,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",12/6/2013,19,6.4,13.2,4.8,,47.84,,,11.2,175.32,22.3,25.5,34.4,68.71,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",13/6/2013,21,7,13.3,5.6,,0,,,13,141.65,,28,3.8,62.3,Clear,No,No
"Harare, Zimbabwe",14/6/2013,23,4.4,14.3,3.2,,0,,,11.2,141.75,,28.2,0,58.03,Clear,No,No
"Harare, Zimbabwe",15/6/2013,24.1,5,15.9,4.3,,0,,,14.8,132.16,,28.6,0,40.88,Clear,No,No
"Harare, Zimbabwe",16/6/2013,18.2,7.8,13,5.6,,0,,,25.9,134.95,,15.5,25.7,60.9,Partially cloudy,No,Yes
"Harare, Zimbabwe",17/6/2013,18,9.1,13,6.8,,0.8,,,22.3,152.68,,17.9,43.8,69.23,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",18/6/2013,18.5,3,11.5,0.9,,0,,,20.3,111.73,,22.3,13,68.02,Clear,No,No
"Harare, Zimbabwe",19/6/2013,19.1,3,10.7,0.9,,0,,,14.8,81.58,,26.9,1.9,69.46,Clear,No,No
"Harare, Zimbabwe",20/6/2013,20.1,5,13,2.4,,0,,,16.6,75,,26.4,1.5,63.2,Clear,No,No
"Harare, Zimbabwe",21/6/2013,18.2,6.3,12.4,4.3,,0,,,24.1,70,,20.2,12.1,70.8,Clear,No,No
"Harare, Zimbabwe",22/6/2013,21,2,12.9,0.5,,0,,,14.8,76.58,,24.6,0,67.73,Clear,No,No
"Harare, Zimbabwe",23/6/2013,18.1,7,12,4.5,,0,,,29.5,72.53,,23,7,74.95,Clear,No,No
"Harare, Zimbabwe",24/6/2013,21,3.4,12.3,2.1,,0,,,25.9,81.73,,27.1,1.8,71.55,Clear,No,No
"Harare, Zimbabwe",25/6/2013,22,5.1,13.4,2.9,,0,,,14.8,54.48,,26,0,68.33,Clear,No,No
"Harare, Zimbabwe",26/6/2013,22,8,14.7,5.8,,0,,,16.6,116.46,,24,8.1,64.1,Clear,No,No
"Harare, Zimbabwe",27/6/2013,24,7.1,15.6,5.3,,0,,,13,103.81,,26.8,0,54.73,Clear,No,No
"Harare, Zimbabwe",28/6/2013,24.1,9.1,16.5,7.3,,0,,,18.4,100.15,,26.4,1.8,50.7,Clear,No,No
"Harare, Zimbabwe",29/6/2013,23.1,6,14.5,4,,0,,,14.8,93.64,,24.1,0,52.49,Clear,No,No
"Harare, Zimbabwe",30/6/2013,22.5,8,15,6.1,,0,,,18.1,71.38,,26.3,0.5,54.11,Clear,No,No
"Harare, Zimbabwe",1/7/2013,22.1,8.9,16.3,7.1,,0,,,18.4,66.11,,28,0,46.91,Clear,No,No
"Harare, Zimbabwe",2/7/2013,24.2,7.9,15.5,6.4,,0,,,13,88.56,,24.5,0,43.84,Clear,No,No
"Harare, Zimbabwe",3/7/2013,24.1,8,16.3,5.5,,0,,,16.6,56.13,,27.5,0,41.51,Clear,No,No
"Harare, Zimbabwe",4/7/2013,24,9.1,15.8,6.8,,0,,,14.8,88.7,,25.4,0,44.26,Clear,No,No
"Harare, Zimbabwe",5/7/2013,22,7.1,14.4,4.9,,0,,,18.4,113,,24.1,0.5,60.61,Clear,No,No
"Harare, Zimbabwe",6/7/2013,22,7,14,5.2,,0,,,16.6,105.19,,23.7,0.4,63.06,Clear,No,No
"Harare, Zimbabwe",7/7/2013,23.1,6.9,14.4,5.3,,0,,,22,93.67,,22.2,0,58.87,Clear,No,No
"Harare, Zimbabwe",8/7/2013,21.3,5,13,4,,0,,,21.8,121.9,,22.4,0.6,64.92,Clear,No,No
"Harare, Zimbabwe",9/7/2013,19.4,6,12.5,4.4,,0,,,24.1,131.3,42.5,27.9,0,63.27,Clear,No,No
"Harare, Zimbabwe",10/7/2013,17.6,3,11.6,6.8,,0,,,22.3,121.24,,18,9.2,61.67,Clear,No,No
"Harare, Zimbabwe",11/7/2013,17.1,9.7,12.7,7.4,,0,,,20.5,143.18,,16.6,68.7,68.19,Partially cloudy,No,No
"Harare, Zimbabwe",12/7/2013,20,7,14.1,5.2,,0,,,18.2,122.32,,17,50.6,63.92,Partially cloudy,No,No
"Harare, Zimbabwe",13/7/2013,19.1,5.1,13.4,3.3,,0,,,13,101.95,,14,57.7,64.53,Partially cloudy,No,No
"Harare, Zimbabwe",14/7/2013,19.2,8.6,13.8,7.4,,0,,,13,150.63,,18,51.5,64.19,Partially cloudy,No,No
"Harare, Zimbabwe",15/7/2013,19.4,4.6,13.3,3.6,,0,,,14.8,121.18,,22.1,9.2,55.59,Clear,No,No
"Harare, Zimbabwe",16/7/2013,20.1,4.1,13.8,1.7,,0,,,13,140.79,,28.2,0,52.83,Clear,No,No
"Harare, Zimbabwe",17/7/2013,21.1,9.1,16,7.3,,0,,,13,141.67,,28.7,0,39.2,Clear,No,No
"Harare, Zimbabwe",18/7/2013,20,6,13.7,3.4,,0,,,27.7,106.43,,19.7,7.7,58.05,Clear,No,No
"Harare, Zimbabwe",19/7/2013,18,8,12.7,6.4,,0,,,16.6,83.27,,15.4,61.4,70.33,Partially cloudy,No,No
"Harare, Zimbabwe",20/7/2013,21.1,7,14,5.2,,0,,,16.6,114.76,,20.8,22.3,60.11,Clear,No,No
"Harare, Zimbabwe",21/7/2013,22.1,7,15.7,5.6,,0,,,24.1,123.13,,28.6,0.6,43.74,Clear,No,No
"Harare, Zimbabwe",22/7/2013,18.4,5.9,12.4,3.5,,0,,,22.3,110.91,,22.7,30.7,65.77,Partially cloudy,No,No
"Harare, Zimbabwe",23/7/2013,20.2,4.9,13.6,5.1,,0,,,14.8,101.29,,23.3,7,59.98,Clear,No,No
"Harare, Zimbabwe",24/7/2013,22,7,14,5.3,,0,,,18.4,86.82,,22.8,0.9,58.03,Clear,No,No
"Harare, Zimbabwe",25/7/2013,23.1,7,14.5,4.7,,0,,,22.3,109.05,,18.7,0.1,54.31,Clear,No,No
"Harare, Zimbabwe",26/7/2013,23.1,3.8,13.5,1.9,,0,,,16.6,90.27,,19.9,0,51.17,Clear,No,No
"Harare, Zimbabwe",27/7/2013,24,6.1,15.7,3.7,,0,,,11.2,152.5,,28.5,0.1,45.58,Clear,No,No
"Harare, Zimbabwe",28/7/2013,25.1,6,16.5,4,,0,,,13,132.22,,30,10.1,40.83,Clear,No,No
"Harare, Zimbabwe",29/7/2013,25.6,8,16.6,6.1,,0,,,20.5,107.54,,18.6,9.7,44.72,Clear,No,No
"Harare, Zimbabwe",30/7/2013,20.1,9,14.3,7.9,,0,,,24.1,128.86,,11.8,50.9,74.94,Partially cloudy,No,Yes
"Harare, Zimbabwe",31/7/2013,18.9,8,13,6.1,,0.3,,,18.4,144.95,,15.9,48.7,67.74,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",1/8/2013,18,8.1,13.2,5.3,,0,,,22.3,137.32,,16.9,58.9,65.57,Partially cloudy,No,No
"Harare, Zimbabwe",2/8/2013,19.1,8,13.5,5.8,,0,,,20.5,137.06,,21.8,16.7,67.62,Clear,No,No
"Harare, Zimbabwe",3/8/2013,19.2,8.1,13.9,5.6,,0,,,18.4,142.74,,22,9.7,59.32,Clear,No,No
"Harare, Zimbabwe",4/8/2013,19.8,5.1,13.1,3.3,,0,,,18.4,130.5,,25.6,17.1,56.32,Clear,No,No
"Harare, Zimbabwe",5/8/2013,18.4,9,13.8,8.5,,0,,,11.2,110.42,,17.7,59.3,62.73,Partially cloudy,No,No
"Harare, Zimbabwe",6/8/2013,20.3,6,14,4.4,,0,,,16.6,102.3,,19.2,34.8,59.65,Partially cloudy,No,No
"Harare, Zimbabwe",7/8/2013,22.1,9,16.3,7,,0,,,20.5,57,,26.6,14.9,56.92,Clear,No,No
"Harare, Zimbabwe",8/8/2013,23.1,11.6,17.2,,,0,,,27.7,61.33,,21.7,14.4,59.76,Clear,No,No
"Harare, Zimbabwe",9/8/2013,25.1,13.1,18.9,,,0,,,29.5,53.76,,20.1,10,50.38,Clear,No,No
"Harare, Zimbabwe",10/8/2013,26.7,12.1,19,,,0,,,25.9,80.43,,16,3.2,48.24,Clear,No,No
"Harare, Zimbabwe",11/8/2013,25,11,18.4,,,0,,,20.5,73.64,,17.9,2.3,53.19,Clear,No,No
"Harare, Zimbabwe",12/8/2013,27.1,12,19.3,,26.1,0,,,24.1,70.95,,14.9,0,44.32,Clear,No,No
"Harare, Zimbabwe",13/8/2013,27.1,8.1,19.2,7.4,26.1,0,,,14.8,145.29,,16,4.5,39.85,Clear,No,No
"Harare, Zimbabwe",14/8/2013,28,13.8,20.8,,26.7,0,,,20.5,83.89,,13.7,8.5,31.2,Clear,No,No
"Harare, Zimbabwe",15/8/2013,28.1,11.2,20.3,,26.7,0,,,22.3,89.48,,8.9,5,31.52,Clear,No,No
"Harare, Zimbabwe",16/8/2013,28.1,9.4,19.3,,26.7,0,,,22.3,81.05,,7.2,0,27.27,Clear,No,No
"Harare, Zimbabwe",17/8/2013,28.1,15.7,22.1,,26.7,0,,,20.5,59.82,,7.5,3.2,25.6,Clear,No,No
"Harare, Zimbabwe",18/8/2013,28.4,12.1,20.2,,26.9,0,,,14.8,123.93,,8.9,21,33.17,Clear,No,No
"Harare, Zimbabwe",19/8/2013,27.2,10.1,19.3,,26.1,0,,,22.3,120.52,,8,0.5,43.27,Clear,No,No
"Harare, Zimbabwe",20/8/2013,23.1,10,17,,,0,,,22.3,84.74,,17.4,8.9,59.3,Clear,No,No
"Harare, Zimbabwe",21/8/2013,23.1,9.8,16.6,7.9,,0,,,24.1,64.37,,18.7,3,57.75,Clear,No,No
"Harare, Zimbabwe",22/8/2013,27.1,10.9,18.6,,26.2,0,,,16.6,78.32,,27.8,0,44.3,Clear,No,No
"Harare, Zimbabwe",23/8/2013,25.9,11.1,19,,,0,,,31.7,85.05,46.4,16.1,1.5,41.03,Clear,No,No
"Harare, Zimbabwe",24/8/2013,23.9,11,17.2,,,0,,,24.1,72.5,,13.1,3.6,57.05,Clear,No,No
"Harare, Zimbabwe",25/8/2013,25.1,8,18.5,6.4,,0,,,35.3,86.32,48.2,17.4,0,42.71,Clear,No,No
"Harare, Zimbabwe",26/8/2013,24.2,9,17.6,7.3,,0,,,18.4,111.11,,22.5,2.5,54.69,Clear,No,No
"Harare, Zimbabwe",27/8/2013,26,8.1,16.8,6.6,,0,,,16.6,108.89,,23.7,0,39.61,Clear,No,No
"Harare, Zimbabwe",28/8/2013,24.1,9.1,17.3,6.6,,0,,,27.2,60,,30,0,44.1,Clear,No,No
"Harare, Zimbabwe",29/8/2013,24.5,13,18.9,,,0,,,25.9,56.89,,21.7,1.4,42.96,Clear,No,No
"Harare, Zimbabwe",30/8/2013,27.8,13.2,20.4,,26.8,0,,,29.5,107.4,,16.5,1,42.85,Clear,No,No
"Harare, Zimbabwe",31/8/2013,30.1,16.1,23.4,,28.3,0,,,24.1,96.67,,9.6,5.7,33.02,Clear,No,No
"Harare, Zimbabwe",1/9/2013,28.2,12.1,21.6,,26.9,0,,,25.9,87.37,,7.3,3.4,31.04,Clear,No,No
"Harare, Zimbabwe",2/9/2013,25.1,11,18.8,,,0,,,31.5,80.5,,5.2,3.7,68.31,Clear,No,No
"Harare, Zimbabwe",3/9/2013,25.2,12.1,19.4,,,0,,,29.5,59,,12.3,12.3,66.79,Clear,No,No
"Harare, Zimbabwe",4/9/2013,27.2,12,20,,26.5,0,,,16.6,129.35,,16.5,5.6,55.1,Clear,No,No
"Harare, Zimbabwe",5/9/2013,26.6,8.1,18.9,6.4,,0,,,29.5,124.4,48.2,16.7,0,36.6,Clear,No,No
"Harare, Zimbabwe",6/9/2013,25.2,9.1,17.7,7.2,,0,,,18.4,143.21,,22.3,0,36.37,Clear,No,No
"Harare, Zimbabwe",7/9/2013,24,7.9,16.6,6.2,,0,,,24.1,94.28,,23.7,0,35.62,Clear,No,No
"Harare, Zimbabwe",8/9/2013,24.7,7,16.8,4.8,,0,,,16.6,113.79,,26.1,0.3,36.74,Clear,No,No
"Harare, Zimbabwe",9/9/2013,27.1,6.1,19.1,6.7,26,0,,,13,77.59,,17.7,0,32.69,Clear,No,No
"Harare, Zimbabwe",10/9/2013,28.1,13.1,21.1,,26.8,0,,,25.9,73.19,,8.7,0.4,36.66,Clear,No,No
"Harare, Zimbabwe",11/9/2013,27.2,14.6,22,,26.3,0,,,16.6,64.17,,8.2,3.1,38.98,Clear,No,No
"Harare, Zimbabwe",12/9/2013,29.1,16.6,23,,27.6,0,,,29.5,62.84,,12.4,1.8,36.45,Clear,No,No
"Harare, Zimbabwe",13/9/2013,28.1,16.7,22.7,,27.1,0,,,26.8,71,,9.9,3.6,45.08,Clear,No,No
"Harare, Zimbabwe",14/9/2013,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",15/9/2013,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",16/9/2013,33.7,17.2,24.3,,31.4,0,,,24.1,90,,6.5,3.3,37.78,Clear,No,No
"Harare, Zimbabwe",17/9/2013,29.4,15.4,22.4,,27.7,0,,,25.9,83.71,,13.1,0.1,37.59,Clear,No,No
"Harare, Zimbabwe",18/9/2013,28,12.7,22.3,,26.9,0,,,18.4,66.54,,13.1,0.4,43.28,Clear,No,No
"Harare, Zimbabwe",19/9/2013,28,14.2,23.1,,27,0,,,25.9,61.06,,9,0,37.39,Clear,No,No
"Harare, Zimbabwe",20/9/2013,30.1,16.2,25.3,,28.2,0,,,19.6,113.62,,9.9,0,26.9,Clear,No,No
"Harare, Zimbabwe",21/9/2013,35,16.8,25.6,,32.6,0,,,19.9,71.67,27.7,10,3.5,27.92,Clear,No,No
"Harare, Zimbabwe",22/9/2013,27.3,15.8,21.6,,26.5,0,,,27.7,115.67,,12,1.1,47.4,Clear,No,No
"Harare, Zimbabwe",23/9/2013,26,11.8,19.3,,,0,,,29.5,86.81,44.3,17.8,8.6,56.81,Clear,No,No
"Harare, Zimbabwe",24/9/2013,28,12.9,20.9,,26.9,0,,,29.5,59.81,,25.1,0,45.19,Clear,No,No
"Harare, Zimbabwe",25/9/2013,31,13,22.6,,29.1,0,,,20.1,74.71,,19.7,0,34.13,Clear,No,No
"Harare, Zimbabwe",26/9/2013,33,15.1,24.9,,30.7,0,,,20.5,67.33,35.3,16.1,0,27.8,Clear,No,No
"Harare, Zimbabwe",27/9/2013,32.8,18,25.5,,30.5,0,,,27.7,72.94,,20,0,30.12,Clear,No,No
"Harare, Zimbabwe",28/9/2013,34,18,27.8,,31.6,0,,,22.3,100,,10.1,5.3,26.65,Clear,No,No
"Harare, Zimbabwe",29/9/2013,31.7,16.9,22.4,,29.7,0,,,27.7,110,,6.7,9.9,49.1,Clear,No,No
"Harare, Zimbabwe",30/9/2013,17,11,13.9,,,0,,,25.9,143.5,,12.3,96.9,91.1,Overcast,No,Yes
"Harare, Zimbabwe",1/10/2013,17,9.9,12.6,7.6,,11.06,,,22.3,153.38,,13.7,86.6,80.68,"Rain, Overcast",Yes,No
"Harare, Zimbabwe",2/10/2013,22,7.1,16.3,6.3,,0,,,13,151.44,,16.1,20.4,52.46,Clear,No,No
"Harare, Zimbabwe",3/10/2013,24.1,7,16.5,5.4,,0,,,14.8,138.15,,30,0.1,41.67,Clear,No,No
"Harare, Zimbabwe",4/10/2013,25,9.8,19.4,8.5,,0,,,16.6,69.38,,30,3,43.63,Clear,No,No
"Harare, Zimbabwe",5/10/2013,25,13.9,20,,,0,,,27.7,75.8,,23.8,20.3,57.07,Clear,No,Yes
"Harare, Zimbabwe",6/10/2013,27,13.7,21.3,,26.8,0.2,,,29.5,91.37,,16.4,38.3,57.37,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",7/10/2013,27.2,15.7,21,,26.8,0,,,27.7,85.44,,16,53.8,61.4,Partially cloudy,No,No
"Harare, Zimbabwe",8/10/2013,27,14,22.4,,26.6,0,,,20.5,85.8,,15.4,34.4,53.34,Partially cloudy,No,No
"Harare, Zimbabwe",9/10/2013,27.1,11,20.6,,26.5,0,,,16.6,93.06,,28.7,6.7,55.32,Clear,No,No
"Harare, Zimbabwe",10/10/2013,28,12.2,21.7,,27,0,,,20.1,72.42,,29.4,4,47.63,Clear,No,No
"Harare, Zimbabwe",11/10/2013,29,12.9,22.7,,27.5,0,,,18.4,78.24,,25.7,2.6,41.33,Clear,No,No
"Harare, Zimbabwe",12/10/2013,30,16.8,23.7,,28.4,0,,,24.1,75,,27.5,4.8,40.15,Clear,No,No
"Harare, Zimbabwe",13/10/2013,33,17.1,27.3,,30.9,0,,,20.5,131.33,,28.3,9.4,30.24,Clear,No,No
"Harare, Zimbabwe",14/10/2013,31,16,24.5,,29.9,0,,,24.1,95.72,,19.4,29.2,48.36,Partially cloudy,No,No
"Harare, Zimbabwe",15/10/2013,26,13.9,21.3,,,0,,,24.1,80.47,44.3,18,18.7,65.59,Clear,No,No
"Harare, Zimbabwe",16/10/2013,28,14.1,21.9,,27.2,0,,,22.3,72.06,,20.2,37.2,58.75,Partially cloudy,No,No
"Harare, Zimbabwe",17/10/2013,30,13.2,24.2,,28.2,0,,,18.4,97.15,38.9,28.7,1.4,37.83,Clear,No,No
"Harare, Zimbabwe",18/10/2013,30,13.1,23.2,,28.2,0,,,18.4,75.76,,28.5,0,28.52,Clear,No,No
"Harare, Zimbabwe",19/10/2013,31,16,24.8,,29.1,0,,,29.5,66,,28,0,28.96,Clear,No,No
"Harare, Zimbabwe",20/10/2013,28.1,15,22.6,,27.6,0,,,27.7,65.76,,30,1,46.75,Clear,No,No
"Harare, Zimbabwe",21/10/2013,32,17.9,25.3,,30.4,0,,,37.1,45.95,48.2,21.9,3.6,44.34,Clear,No,No
"Harare, Zimbabwe",22/10/2013,33,20,26.9,,31.2,0,,,27.7,137.94,,18.4,19.1,38.14,Clear,No,Yes
"Harare, Zimbabwe",23/10/2013,21,16.9,18.2,,,1,,,22.3,134.86,,13.9,75.5,82.34,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",24/10/2013,23,13,17.8,,,0.4,,,25.9,109.52,,11.9,72.9,80.75,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",25/10/2013,27,11.8,19.3,,26.7,0,,,24.1,83.33,,22.6,35.7,67,Partially cloudy,No,No
"Harare, Zimbabwe",26/10/2013,29,13.2,21.5,,28,0,,,25.9,84.21,,17.4,21.5,59.17,Clear,No,No
"Harare, Zimbabwe",27/10/2013,29,16,21.9,,28.3,0,,,24.1,109.13,,19.2,43.4,63.2,Partially cloudy,No,Yes
"Harare, Zimbabwe",28/10/2013,28,16,21.3,,27.2,3,,,20.5,89.67,,18.3,35.8,62.86,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",29/10/2013,28,15.7,22.4,,27.1,0,,,24.1,110.44,,22,26.9,52.83,Partially cloudy,No,No
"Harare, Zimbabwe",30/10/2013,30,18,23.6,,29,0,,,27.7,107.1,,18,44.2,52.5,Partially cloudy,No,No
"Harare, Zimbabwe",31/10/2013,28,16.9,22.2,,27.6,0,,,25.9,139.52,,14.8,61.1,59.08,Partially cloudy,No,No
"Harare, Zimbabwe",1/11/2013,31,16.9,24.9,,29.4,0,,,25.9,108.94,,12.9,54.8,44.01,Partially cloudy,No,No
"Harare, Zimbabwe",2/11/2013,27,16,21.3,,27.1,0,,,31.5,192.84,40.7,15.7,58.1,61.78,Partially cloudy,No,Yes
"Harare, Zimbabwe",3/11/2013,18,15,16.4,,,6,,,22.3,118.89,,13.3,89.8,92.06,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",4/11/2013,23.7,14,19.1,,,4.17,,,22.3,96.29,,16.1,68.7,79.16,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",5/11/2013,28,14.1,22.4,,28,0,,,16.6,84.72,,16.4,40,61.78,Partially cloudy,No,No
"Harare, Zimbabwe",6/11/2013,31.1,16.8,24.4,,29.6,0,,,20.5,65.63,,19.5,12.8,47.23,Clear,No,No
"Harare, Zimbabwe",7/11/2013,32,16.1,25,,30.5,0,,,22.3,77.48,,20.9,31.2,46.53,Partially cloudy,No,No
"Harare, Zimbabwe",8/11/2013,30,16.8,23.3,,29,0,,,24.1,91,,19.8,42.9,59.22,Partially cloudy,No,Yes
"Harare, Zimbabwe",9/11/2013,29,18.1,22.7,,28.6,2.22,,,20.5,120.88,40.7,19.9,41.7,68.79,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",10/11/2013,29,17,21.7,,28.8,1,,,27.7,109.29,,13.2,63.8,75.71,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",11/11/2013,28.9,16.8,22.6,,28.3,10.49,,,27.7,84.29,,16.9,37.7,63.8,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",12/11/2013,28.2,16.2,22,,27.6,1,,,20.5,110.39,,27.4,21.5,63.52,Rain,Yes,No
"Harare, Zimbabwe",13/11/2013,31,15.2,24.5,,29.2,0,,,18.4,77.55,37.1,29.9,3.5,46.13,Clear,No,No
"Harare, Zimbabwe",14/11/2013,31,16.8,24.7,,30.4,0,,,24.1,83.09,,28.9,3,38.68,Clear,No,No
"Harare, Zimbabwe",15/11/2013,32,18.6,25.8,,29.8,0,,,31.5,69.7,,29.2,1,30.04,Clear,No,No
"Harare, Zimbabwe",16/11/2013,32,18.8,26.1,,30,0,,,27.7,70.5,40.7,30,1.1,33.69,Clear,No,No
"Harare, Zimbabwe",17/11/2013,32,21,27.3,,30.6,0,,,27.7,90,68.4,23.3,7.9,40.25,Clear,No,No
"Harare, Zimbabwe",18/11/2013,32,16.8,24.6,,30.8,0,,,20.5,147.42,,14.6,56.1,50.38,Partially cloudy,No,Yes
"Harare, Zimbabwe",19/11/2013,27,16.7,22,,27.3,6,,,31.5,73.76,40.7,16.4,39.7,67.14,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",20/11/2013,28.7,16.7,22.6,,28.9,0,,,25.9,81.56,,18.4,38.5,70.61,Partially cloudy,No,Yes
"Harare, Zimbabwe",21/11/2013,29,17,21,,29.5,1.34,,,40.7,145.06,,13.2,68.7,80.87,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",22/11/2013,23.9,16.7,19.3,,,55.01,,,22.3,118.57,,14.6,89.2,83.47,"Rain, Overcast",Yes,No
"Harare, Zimbabwe",23/11/2013,23,15.9,18.9,,,0,,,19.4,127.32,,13.2,89,86.19,Overcast,No,Yes
"Harare, Zimbabwe",24/11/2013,24.3,14.3,19.1,,,18.34,,,22,121.05,,14.6,76.1,83.82,"Rain, Overcast",Yes,No
"Harare, Zimbabwe",25/11/2013,24.8,13,19.9,,,0,,,14.8,113.85,,26,15.2,56.94,Clear,No,No
"Harare, Zimbabwe",26/11/2013,26,11.1,20.3,,,0,,,16.6,165.88,,25,10.4,53.82,Clear,No,No
"Harare, Zimbabwe",27/11/2013,28.1,15.1,22.3,,27.2,0,,,20.5,109.67,,18.6,44.6,50.94,Partially cloudy,No,No
"Harare, Zimbabwe",28/11/2013,28,16,22,,27.5,0,,,29.5,84.81,,18.9,21.1,57.86,Clear,No,No
"Harare, Zimbabwe",29/11/2013,28,15.2,21.3,,27.8,0,,,24.1,79.19,,17,52.4,67.24,Partially cloudy,No,No
"Harare, Zimbabwe",30/11/2013,28.2,17.7,22.8,,28,0,,,27.7,106.75,,17.4,31.3,59.73,Partially cloudy,No,No
"Harare, Zimbabwe",1/12/2013,30,19.1,24.9,,29,0,,,24.1,113.89,,22.3,21.1,52.35,Clear,No,No
"Harare, Zimbabwe",2/12/2013,29,16.8,23.6,,28,0,,,20.5,101.7,,23.2,4.5,55.54,Clear,No,No
"Harare, Zimbabwe",3/12/2013,29,16,23.1,,27.9,0,,,22.3,99.95,,25,18,54.25,Clear,No,No
"Harare, Zimbabwe",4/12/2013,30,15.7,24.1,,29.2,0,,,16.6,127.26,,24.5,12.8,54.06,Clear,No,No
"Harare, Zimbabwe",5/12/2013,30,17.8,22.1,,29.4,0,,,25.9,135.11,,15.9,58.9,69.51,Partially cloudy,No,Yes
"Harare, Zimbabwe",6/12/2013,23,17,19.4,,,15.48,,,16.6,126.12,,15,89.2,85.16,"Rain, Overcast",Yes,Yes
